wingcrd	flatwing	tarsus	head	culmen	nalospi	wt	bandstat	initials	Year	Month	Day	Location	SpeciesCode	Sex	Age
59	60	31.8	21.9	12.2	8.9	19.9	1	8	2002	6	19	5	1	4	1
59.5	60	20.6	29.8	12.9	9.2	19.9	1	4	2003	6	9	8	1	4	1
59	60	21.7	31.2	12.6	9.6	19.9	1	3	2002	6	3	9	1	4	1
59	60.5	21.7	31.3	12.7	8.9	19.9	1	8	2002	6	26	7	1	4	1
59	60	20.8	31.4	12.2	9	19.9	1	3	2003	6	9	8	1	4	1
58.5	59.5	21.7	31.6	12.3	9.3	19.9	1	3	2003	6	20	8	1	4	1
57.5	58.5	21.8	31.6	12.8	9.3	19.9	1	7	2004	6	28	7	1	4	1
59	60	21.9	31.7	12.5	9.1	19.9	1	3	2004	6	11	5	1	4	1
58.5	60	22.1	31.7	12.8	9.7	19.9	1	3	2003	8	6	11	1	4	1
57	58	21.2	31.7	13.2	10	19.9	1	6	2003	7	25	8	1	4	1
59	60	20.5	31.9	13.1	9.4	19.9	1	8	2002	6	25	9	1	4	1
58.5	59.5	20.8	32.1	12.7	9.4	19.9	1	2	2003	6	7	7	1	4	1
59	60	21.5	32.1	12.9	9.5	19.9	1	2	2002	6	8	9	1	4	1
58.5	60	22.1	32.1	13.3	9.7	19.9	1	6	2003	7	18	8	1	4	1
57.5	58.5	22.1	32.2	13.2	9.3	19.9	1	8	2002	6	24	7	1	4	1
60	61.5	22.1	32.3	12.7	9.9	19.9	1	3	2002	6	29	9	1	4	1
58	59	21.8	32.5	13.4	9.8	19.9	1	3	2002	7	10	7	1	4	1
58	59	21.8	32.5	13.4	9.8	19.9	2	3	2002	7	10	7	1	4	1
59	60	20.5	32.6	12.9	9.2	19.9	1	2	2002	7	27	9	1	4	1
59	61	20.6	32.7	13.4	9.7	19.9	1	2	2003	7	1	7	1	4	1
56	57	20.4	31.2	11.7	9.1	19.9	1	8	2002	6	2	5	1	5	1
56	57	21.3	31.8	13	8.9	19.9	1	8	2002	6	26	7	1	5	1
55	57	20.8	30.8	12.9	9.1	20	1	4	2003	6	3	8	1	0	1
59	60	21.9	31.5	12.6	8.9	20	1	3	2004	8	11	6	1	0	2
57	58	21.4	32	13.1	9.1	20	1	2	2002	9	20	5	1	0	1
58	59	20.2	32.2	12.9	9.8	20	1	3	2002	9	12	11	1	0	1
59.5	60.5	21	32.5	12.7	9.7	20	1	2	2002	10	4	4	1	0	1
59.5	60.5	20.8	30.3	12.6	10	20	1	3	2002	6	9	9	1	4	1
57.5	58	21.6	30.9	12.4	9.4	20	1	5	2004	6	11	5	1	4	1
57	58	21	31	13	9.5	20	1	5	2004	6	22	7	1	4	1
58.5	60	21.5	31.2	12.6	9.1	20	1	8	2002	7	7	9	1	4	1
56.5	58	20.4	31.2	13.1	9.6	20	1	6	2003	7	31	9	1	4	1
56	56.5	20.7	31.3	12.9	9.6	20	1	6	2003	7	22	7	1	4	1
59	60	21	31.5	13.6	9.3	20	1	2	2002	6	13	9	1	4	1
58	58.5	21.3	31.5	13.8	9.5	20	1	7	2004	8	2	1	1	4	1
60	61	21.7	31.6	12.6	8.8	20	1	3	2002	6	14	9	1	4	1
60	61	20.8	31.6	13.1	10	20	1	6	2003	6	29	10	1	4	1
59.5	61	21.3	31.7	12.7	10	20	1	6	2003	7	29	10	1	4	1
59	60	21.2	31.8	12.7	9.1	20	1	2	2004	7	29	9	1	4	1
58	59.5	20.8	31.8	13.2	10.2	20	1	6	2003	7	3	8	1	4	1
57.5	58.5	21.5	31.8	13.3	9.5	20	1	8	2002	7	22	7	1	4	1
59	61	21.9	31.8	13.6	9.5	20	1	2	2002	6	3	9	1	4	1
59.5	60	22.3	31.8	13.7	10	20	1	9	2004	7	22	2	1	4	1
57.5	58.5	21.8	31.9	13	10.1	20	1	3	2003	7	7	7	1	4	1
55.5	56.5	21.9	31.9	13.3	10.1	20	1	3	2003	7	18	8	1	4	1
57	58.5	21	31.9	13.8	9.4	20	1	4	2003	6	19	8	1	4	1
58	58.5	22.8	32	12.5	9.1	20	1	7	2004	6	5	1	1	4	1
60	61	21.2	32	12.7	9.3	20	1	2	2004	6	17	3	1	4	1
60	61	22.2	32	13.4	9.3	20	1	2	2003	6	6	11	1	4	1
59	60	20.1	32	13.6	9.2	20	1	2	2003	6	27	8	1	4	1
58	59	21.3	32.1	12.8	9.5	20	1	2	2002	7	11	9	1	4	1
57	58	21.4	32.2	12.7	9.2	20	1	3	2003	6	25	8	1	4	1
60	61	21	32.2	13	9.2	20	1	2	2002	5	30	5	1	4	1
58	58.5	21.3	32.2	13.6	9.5	20	1	7	2004	6	28	7	1	4	1
58.5	59.5	20.8	32.3	12.2	9.4	20	1	6	2003	6	10	8	1	4	1
58	59	21.6	32.3	12.6	9.3	20	1	6	2003	6	21	11	1	4	1
59.5	61	21.9	32.3	12.9	9.3	20	1	8	2002	7	11	9	1	4	1
59	60	21	32.4	13.3	9.2	20	1	2	2004	7	2	1	1	4	1
57	58	20.9	32.4	13.7	10.1	20	1	6	2003	7	1	7	1	4	1
58.5	59	21.6	32.5	13.2	9.1	20	1	2	2003	8	4	8	1	4	1
59	60.5	20.7	32.5	13.3	9.9	20	1	3	2003	8	7	8	1	4	1
60	61	21.6	32.6	13.1	10.2	20	1	3	2003	7	18	8	1	4	1
59.5	60	20.9	32.7	13.4	10.1	20	1	6	2003	6	11	11	1	4	1
60	61	21.3	32.7	14.1	9.6	20	1	4	2003	6	7	7	1	4	1
54	55	21	30.6	12.6	8.8	20	1	2	2004	6	11	5	1	5	1
56	57	21.3	31.6	13.6	9.5	20	1	3	2002	8	21	7	1	5	1
55.5	57	20.1	31.9	12.8	9.8	20	1	3	2002	6	13	9	1	5	1
58	59	19.6	31.4	13.4	9.3	20.1	1	2	2002	10	3	9	1	0	1
60	61	22.7	33.3	14.2	11.4	20.1	1	3	2002	6	23	7	2	0	1
58	59	20.9	30.9	12.2	9.1	20.1	1	8	2002	6	13	9	1	4	1
59	60.5	21	30.9	13.5	9.9	20.1	1	4	2003	6	3	8	1	4	1
58	59	20.5	31.3	12.7	9.3	20.1	1	3	2003	7	25	8	1	4	1
57	58	22.1	31.3	13.8	9.9	20.1	1	5	2004	6	17	3	1	4	1
60.5	62	22	31.4	13.6	9.2	20.1	1	2	2004	6	19	1	1	4	1
58	59	21.3	31.5	13.1	9.6	20.1	1	3	2002	7	9	7	1	4	1
60	61	21.3	31.7	13.1	9.2	20.1	1	2	2004	6	13	9	1	4	1
59	60	22.1	31.8	12.8	9.1	20.1	1	3	2003	7	3	8	1	4	1
59	60	21.5	31.9	13	9.8	20.1	1	3	2002	7	7	9	1	4	1
61	62	21.8	32.1	12.5	9.1	20.1	1	2	2002	6	13	9	1	4	1
57	58	21.4	32.1	12.9	9.4	20.1	2	3	2002	7	10	7	1	4	1
59.5	61	21.5	32.1	13.8	9.9	20.1	1	3	2003	6	3	8	1	4	1
59.5	61	22.6	32.2	12.7	9.5	20.1	1	3	2003	7	30	7	1	4	1
57	58	21.8	32.2	12.9	10	20.1	1	3	2003	7	24	8	1	4	1
57.5	59	21.7	32.2	13	9.7	20.1	1	2	2004	6	28	7	1	4	1
59	60	20.6	32.2	13.1	9	20.1	1	2	2003	6	20	8	1	4	1
59	60	21.6	32.4	13	9.8	20.1	1	6	2003	6	27	8	1	4	1
58	59	21.6	32.6	12.5	10.1	20.1	1	3	2002	7	24	7	1	4	1
57	58	22.1	32.6	13.2	9.6	20.1	1	2	2002	7	26	7	1	4	1
57.5	59	20.8	31.5	13	9.7	20.1	1	6	2003	6	29	10	1	5	1
55	56	21.6	31.6	13.1	9.6	20.1	1	3	2004	6	13	9	1	5	1
57	58	23	33.3	14	11	20.1	1	6	2003	8	7	8	2	5	1
57	58	21.3	31.6	13.1	9.3	20.2	1	2	2002	9	20	5	1	0	2
59	61	20.7	32	13.5	9.8	20.2	2	1	2002	10	21	7	1	0	1
58	59	20.8	32.1	12.8	9.4	20.2	1	2	2002	9	12	11	1	0	1
61	62	22.2	34.3	13.9	11.1	20.2	1	3	2002	8	20	7	2	0	2
60	62	21.1	31	12.3	9.6	20.2	1	6	2003	6	5	8	1	4	1
59	60	20.7	31.2	11.6	9.2	20.2	1	3	2002	6	9	9	1	4	1
57	58	20.7	31.2	12.5	8.9	20.2	1	2	2002	6	13	9	1	4	1
58	60	21	31.2	13.6	9	20.2	1	4	2003	6	3	8	1	4	1
57	58	21.8	31.4	12.6	9.3	20.2	1	3	2003	6	25	8	1	4	1
60	61	20.9	31.5	12.6	8.8	20.2	1	4	2003	6	7	7	1	4	1
60	61	20.3	31.5	13.1	9.5	20.2	1	2	2003	6	21	11	1	4	1
60	61	22.3	31.6	12.7	9.5	20.2	1	2	2003	6	10	8	1	4	1
59	60	21.6	31.6	13.7	9.5	20.2	1	2	2002	7	23	9	1	4	1
57	58	20.5	31.7	11.8	9.8	20.2	1	3	2002	6	8	9	1	4	1
57	58	21.9	31.7	12.5	9.7	20.2	1	5	2004	7	29	9	1	4	1
60	61	20.7	31.7	12.8	9.1	20.2	1	1	2002	6	13	9	1	4	1
60	61	21.9	31.7	13.3	9.2	20.2	1	2	2002	6	24	7	1	4	1
59	60	21.2	31.8	12.7	9.8	20.2	1	6	2003	7	16	7	1	4	1
57	57.5	21.9	31.8	13.1	10	20.2	1	6	2003	7	29	10	1	4	1
58	59.5	21.2	31.8	13.4	9.2	20.2	1	2	2002	7	10	7	1	4	1
59	60	21.3	31.8	14.8	9.6	20.2	1	4	2003	6	6	11	1	4	1
57	58	20.2	31.9	13.2	9.2	20.2	1	6	2003	6	19	8	1	4	1
55	56.5	21.4	32	12	9.5	20.2	1	6	2003	7	2	8	1	4	1
58.5	60	21.9	32	13	9.5	20.2	1	8	2002	7	22	7	1	4	1
58	59	20.9	32	13.2	9.3	20.2	1	2	2002	7	24	7	1	4	1
58	58.5	21.8	32	13.3	9.9	20.2	1	3	2004	6	29	9	1	4	1
58	58.5	20.3	32	13.4	9.3	20.2	1	4	2003	6	29	10	1	4	1
60	61	21	32	13.7	9.3	20.2	1	7	2004	6	19	1	1	4	1
59.5	60.5	21.7	32.2	12.8	10.2	20.2	1	6	2003	6	29	10	1	4	1
58	59	20.9	32.2	13.1	9.3	20.2	1	2	2003	6	25	8	1	4	1
58	59	21.4	32.3	12.6	8.9	20.2	1	4	2003	6	25	8	1	4	1
60	61	21.4	32.3	13.5	9.5	20.2	1	2	2002	6	24	7	1	4	1
59.5	60	21.5	32.4	12.4	9.5	20.2	1	3	2002	6	10	5	1	4	1
57	58	21.7	32.4	13.3	9.6	20.2	1	4	2003	6	29	10	1	4	1
59	60	22.5	32.4	14	9.6	20.2	1	7	2004	7	16	3	1	4	1
60	61	21.5	32.5	13.2	9.7	20.2	1	2	2004	6	19	1	1	4	1
58	59.5	20.9	32.5	13.5	9.8	20.2	1	8	2002	7	17	5	1	4	1
58.5	59	21.1	32.6	13.8	9.5	20.2	1	2	2003	8	13	7	1	4	1
59	60	21.4	32.9	13.3	9.4	20.2	1	4	2003	6	21	11	1	4	1
54	55	20.4	30.3	12.9	9.1	20.2	1	2	2003	7	15	10	1	5	1
54	55	20.4	30.8	13.8	9.5	20.2	1	4	2003	6	5	8	1	5	1
57	58	19.9	31.2	11.7	9.1	20.2	1	2	2003	7	15	10	1	5	1
55.5	56.5	19.9	31.5	13.2	9.3	20.2	1	2	2003	6	3	8	1	5	1
55	56	21.8	32	13	8.9	20.2	1	2	2002	7	7	9	1	5	1
57	58	21.9	33.1	13.7	10.1	20.2	1	4	2003	7	1	7	2	5	1
56.5	57.5	22.8	33.5	14.9	11	20.2	1	8	2002	7	9	7	2	5	1
59	60	22.9	34.1	14.4	11.3	20.2	1	3	2003	7	16	7	2	5	1
58	59.5	22.7	34.6	14.6	11.2	20.2	1	0	2003	7	30	7	2	5	1
60	61	22.9	33.4	14.3	10.3	20.3	1	2	2002	8	21	7	2	0	1
59	60	21.8	30.5	11.8	9.9	20.3	1	3	2002	5	30	5	1	4	1
59	60	21.8	31	12.3	9.1	20.3	1	2	2002	6	3	9	1	4	1
59.5	60.5	21.6	31.2	13	9.3	20.3	1	7	2004	6	13	9	1	4	1
60	60.5	21.3	31.5	13.3	9.4	20.3	1	7	2004	6	19	1	1	4	1
59.5	60	20.5	31.6	12.5	8.8	20.3	1	2	2003	6	25	8	1	4	1
61	62	21	31.6	13.3	9.3	20.3	1	2	2003	6	11	11	1	4	1
58	59	21.9	31.6	13.7	8.9	20.3	2	2	2003	6	20	8	1	4	1
58	58.5	22.4	31.8	12.4	9.3	20.3	1	7	2004	6	3	2	1	4	1
58	59	20.9	31.8	12.5	8.8	20.3	1	2	2002	6	3	9	1	4	1
59	60	21.4	31.9	13.3	9.4	20.3	2	2	2002	7	9	7	1	4	1
58.5	59.5	21.5	32.2	12.5	9.4	20.3	1	8	2002	7	10	7	1	4	1
58	59.5	21.3	32.2	12.6	9.5	20.3	1	3	2003	6	3	8	1	4	1
58	60	22.6	32.2	13.1	9.5	20.3	1	3	2003	6	3	8	1	4	1
59	60	21.2	32.2	13.1	9.7	20.3	1	3	2002	6	2	5	1	4	1
59.5	61	20.9	32.3	12.8	9.6	20.3	1	3	2002	6	29	9	1	4	1
59.5	60	21.6	32.6	13.1	9.8	20.3	1	8	2002	7	22	7	1	4	1
58	59.5	21.7	32.7	13.9	10.2	20.3	1	2	2003	8	6	11	1	4	1
55	56	21	31.7	13.6	9.3	20.3	2	2	2002	6	11	5	1	5	1
60.5	61.5	22.1	31.9	12.7	8.8	20.4	1	7	2004	7	26	7	1	0	2
59.5	60	21.2	29.7	12.5	9.6	20.4	1	9	2004	6	22	7	1	4	1
58	59	22.1	31.2	12.2	9	20.4	1	3	2004	6	18	2	1	4	1
58	59	21.2	31.2	12.5	9.5	20.4	1	7	2004	6	1	3	1	4	1
59	59.5	20.7	31.6	12.8	9.2	20.4	1	7	2004	6	18	2	1	4	1
59.5	60	20.6	31.6	12.9	8.6	20.4	1	1	2002	6	13	9	1	4	1
58	59	20.9	31.7	12.7	8.9	20.4	1	2	2003	6	21	11	1	4	1
58	59	20.6	31.7	12.8	9.2	20.4	1	8	2002	7	10	7	1	4	1
59	61	21.6	31.7	13.1	9.6	20.4	1	2	2002	6	3	9	1	4	1
60.5	61	20.9	31.8	12.8	9.5	20.4	1	1	2002	6	14	9	1	4	1
60.5	61.5	21.2	31.9	12.6	9.1	20.4	1	1	2002	6	13	9	1	4	1
58.5	61	21	32	12.5	9.4	20.4	1	8	2002	6	18	9	1	4	1
59	60	21.8	32	13.1	9.7	20.4	1	3	2003	7	3	8	1	4	1
60	61	21.5	32	13.1	10.3	20.4	1	3	2003	6	5	8	1	4	1
57	58	21.7	32	13.2	9.9	20.4	1	3	2003	7	18	8	1	4	1
58	60	21	32.1	12.7	9.3	20.4	2	2	2002	6	23	7	1	4	1
59	60	21.8	32.1	12.7	10.2	20.4	1	3	2003	7	16	7	1	4	1
59	60	22	32.2	12.6	9.8	20.4	1	3	2002	6	8	9	1	4	1
59	60	22.1	32.4	13.1	9.4	20.4	1	2	2002	6	13	9	1	4	1
56.5	57.5	21	32.5	13	10.2	20.4	1	3	2003	6	29	10	1	4	1
59	60	22.2	32.9	12.9	10	20.4	1	3	2003	7	7	7	1	4	1
56	56.5	20.9	31.5	13.2	9.3	20.4	1	7	2004	6	13	9	1	5	1
56	57	21.7	31.8	12.1	9.7	20.4	1	3	2002	6	3	9	1	5	1
58	59	22.2	31.8	13	9.6	20.4	1	3	2002	9	3	5	1	5	1
57	58	21.1	31.5	12.7	9.4	20.5	1	3	2003	6	2	9	1	0	1
58	59.5	21.7	30.9	12.9	9.8	20.5	1	6	2003	6	9	8	1	4	1
57.5	58	21.6	31.1	12.2	8.8	20.5	1	6	2003	6	6	11	1	4	1
55.5	56	20.9	31.2	13.2	10	20.5	1	6	2003	6	7	7	1	4	1
57	58	22.3	31.2	13.5	9.5	20.5	1	5	2004	6	17	3	1	4	1
58	59.5	21.6	31.3	11.8	9	20.5	1	6	2003	6	20	8	1	4	1
57	58	21.2	31.3	12.1	9.8	20.5	1	6	2003	6	7	7	1	4	1
60	60.5	20.8	31.3	12.7	9.9	20.5	1	6	2003	6	25	8	1	4	1
59	60	22.2	31.4	12.5	9.8	20.5	1	6	2003	7	2	8	1	4	1
58	59	20.7	31.5	11.8	10	20.5	1	6	2002	6	23	7	1	4	1
57	58.5	21.2	31.5	12.1	9.6	20.5	1	6	2003	7	1	7	1	4	1
58	60	20.2	31.5	12.9	9.3	20.5	1	6	2003	6	5	8	1	4	1
58.5	60	21.2	31.5	13.1	9.5	20.5	1	3	2003	6	3	8	1	4	1
59	59.5	21.1	31.5	13.5	9.1	20.5	1	7	2004	6	28	7	1	4	1
58	59	20.6	31.6	12.2	8.7	20.5	1	2	2003	6	11	11	1	4	1
58	59	21.1	31.6	13.1	10.1	20.5	1	6	2003	7	10	8	1	4	1
58	59	21.5	31.8	12.7	8.9	20.5	1	8	2002	6	27	9	1	4	1
56.5	57.5	21.7	31.8	12.9	9.7	20.5	1	6	2003	7	1	7	1	4	1
60	61	21.4	31.8	12.9	9.8	20.5	1	6	2003	7	2	8	1	4	1
58	59	21.6	31.8	13.1	9.2	20.5	1	5	2004	7	29	9	1	4	1
59	60	22	31.8	13.2	9.3	20.5	1	2	2003	7	3	8	1	4	1
59	61	21.4	31.8	13.3	9.9	20.5	1	6	2003	6	10	8	1	4	1
59	59	21.7	31.8	13.7	9.4	20.5	1	9	2004	7	22	2	1	4	1
59	60	20.9	31.9	11.2	8.8	20.5	1	8	2002	6	8	9	1	4	1
57	58	21.4	31.9	12.8	9.5	20.5	1	6	2003	6	24	7	1	4	1
60	61	21.8	31.9	13.4	9.1	20.5	1	4	2003	6	10	8	1	4	1
60.5	61	20.7	32	11.8	9.9	20.5	1	3	2002	6	9	9	1	4	1
57	58	21.9	32	12.4	9.3	20.5	1	3	2004	6	3	2	1	4	1
58	58.5	21.8	32	12.7	9.6	20.5	1	5	2004	6	22	7	1	4	1
57	58	21.4	32	13.6	9.1	20.5	1	4	2003	6	25	8	1	4	1
58	59.5	21.6	32.1	12.6	9.3	20.5	1	3	2003	6	19	8	1	4	1
59.5	60	21.5	32.1	13.1	9.3	20.5	1	7	2004	6	9	7	1	4	1
57	58.5	21.8	32.1	13.4	9.9	20.5	1	6	2003	6	27	8	1	4	1
59	60	22	32.2	12.1	9.5	20.5	1	8	2002	6	3	9	1	4	1
57	57.5	21.8	32.2	12.7	9.8	20.5	1	5	2004	7	12	7	1	4	1
59	60	21.1	32.2	13.3	9.6	20.5	1	5	2004	6	18	2	1	4	1
58	58.5	21.8	32.2	13.5	10.1	20.5	1	3	2004	6	29	9	1	4	1
56.5	58	22.2	32.2	13.6	9.8	20.5	1	2	2002	7	10	7	1	4	1
57	58	21.8	32.3	13.1	9.5	20.5	1	5	2004	6	29	9	1	4	1
59	60	22.1	32.3	13.3	10	20.5	1	3	2004	8	2	1	1	4	1
58.5	59.5	22	32.4	12.6	9.7	20.5	1	6	2002	7	22	7	1	4	1
59	60.5	21	32.4	12.9	9.5	20.5	1	2	2002	6	2	5	1	4	1
58	59	22	32.4	13.2	9.7	20.5	1	3	2004	6	22	7	1	4	1
56	57	21.9	32.5	13.1	9.6	20.5	1	3	2004	6	14	7	1	4	1
59	60	21.5	32.5	13.4	9.6	20.5	1	3	2002	7	9	7	1	4	1
58.5	59	20.5	32.5	13.4	9.7	20.5	1	2	2003	7	15	10	1	4	1
57	58	22.4	32.6	13.3	9.9	20.5	1	3	2002	7	9	7	1	4	1
58	59.5	21.5	32.6	13.3	10.4	20.5	1	6	2003	7	10	8	1	4	1
58	58.5	21.3	32.6	13.7	9.6	20.5	1	6	2003	8	12	10	1	4	1
59	60	21.6	32.8	13.2	9.6	20.5	1	4	2003	6	29	10	1	4	1
59	60	21.8	32.8	13.3	10.9	20.5	1	4	2003	7	1	7	1	4	1
59.5	61	21.3	33.3	14.1	9.5	20.5	1	4	2003	6	10	8	1	4	1
54.5	55.5	20.1	31	11.7	9.5	20.5	1	8	2002	6	2	5	1	5	1
54	55	20.8	31	13.1	10.2	20.5	1	6	2003	7	2	8	1	5	1
53	54	21.3	31.2	12.1	9.1	20.5	1	3	2003	7	15	10	1	5	1
56	57	19.7	31.4	11.8	9.4	20.5	1	8	2002	5	30	5	1	5	1
59	60	21.5	31.8	13.4	10	20.5	1	1	2002	6	27	9	1	5	1
57	58	23.4	32.1	14.4	11.3	20.5	1	6	2003	7	29	10	2	5	1
61	62	21.7	33.3	14.8	11.8	20.5	1	6	2003	7	24	8	2	5	1
59	60	22.6	31.4	13.2	8.6	20.6	1	7	2004	8	4	7	1	0	2
61	62	21.4	31.9	13.6	9.4	20.6	1	1	2002	9	12	11	1	0	1
59.5	60	23.2	32.5	12.2	8.7	20.6	1	2	2003	8	1	8	1	0	2
60	61	22	32.9	13.8	9.9	20.6	1	2	2003	8	1	8	2	0	2
59	61	20.2	33	13.3	9.9	20.6	1	1	2002	9	12	11	1	0	1
59	60	21.3	33.4	13.5	10	20.6	1	3	2002	8	6	7	2	0	2
60	61	21.7	29.7	12.8	9.6	20.6	1	5	2004	6	14	7	1	4	1
61	62	21.3	30.8	12.8	8.8	20.6	1	2	2003	6	9	8	1	4	1
59	60	21.1	31.3	13.3	9.8	20.6	1	3	2003	6	5	8	1	4	1
59	60	21.5	31.8	12.7	10.6	20.6	1	6	2003	7	9	8	1	4	1
60.5	61.5	21	31.8	13	9.3	20.6	2	8	2002	6	23	7	1	4	1
58.5	60	21.4	31.8	13.1	9.1	20.6	1	8	2002	6	19	5	1	4	1
56	57	21.9	31.8	13.1	9.1	20.6	1	7	2004	6	14	7	1	4	1
59	60	20.9	31.9	12	9.4	20.6	1	3	2002	6	8	9	1	4	1
59	60	21.2	31.9	12.9	9.9	20.6	1	6	2003	7	9	8	1	4	1
59.5	60	20.5	32	13	9	20.6	2	8	2002	7	10	7	1	4	1
57.5	58.5	21.7	32.1	12.6	9.2	20.6	1	3	2003	7	1	7	1	4	1
56	57	21.7	32.1	12.7	9.9	20.6	1	6	2003	6	21	11	1	4	1
55	56	22.3	32.1	12.9	9.8	20.6	1	3	2003	6	29	10	1	4	1
59	60	21.2	32.2	12.8	9.4	20.6	1	8	2002	7	23	9	1	4	1
56.5	58	21.5	32.2	13	9.4	20.6	1	2	2004	6	14	7	1	4	1
59	60	21.5	32.2	13.1	9.7	20.6	1	8	2002	6	18	9	1	4	1
58	59	22.5	32.2	13.6	10	20.6	1	3	2004	6	29	9	1	4	1
61.5	62.5	21.7	32.4	13.2	9.1	20.6	1	2	2004	7	2	1	1	4	1
58	59	21.1	32.4	13.2	9.9	20.6	1	4	2003	6	29	10	1	4	1
61	62	21.2	32.5	13.8	9.5	20.6	1	1	2002	6	13	9	1	4	1
60	61	22	32.7	12.3	9.6	20.6	1	8	2002	6	12	9	1	4	1
58	59	21.7	32.7	13.5	9.9	20.6	1	4	2003	7	2	8	1	4	1
58	59	22	32.8	13.3	9.8	20.6	1	3	2002	6	29	9	1	4	1
55.5	56.5	20.6	31.4	12.5	9	20.6	1	2	2003	6	10	8	1	5	1
60	60.5	21.9	32.5	13.4	9.7	20.7	1	2	2002	10	9	7	1	0	2
61	62	22.8	33.8	14.2	10.7	20.7	1	4	2003	7	18	8	2	0	2
57	58	21.5	30.8	13.1	9.5	20.7	1	3	2003	6	9	8	1	4	1
59	61	22.6	31.2	13.2	9.2	20.7	1	2	2002	5	29	5	1	4	1
58	59	22.5	31.6	13.4	9.3	20.7	1	2	2002	6	8	9	1	4	1
59.5	61	21.9	31.9	12.6	9	20.7	1	2	2002	6	18	9	1	4	1
60	61	21.9	31.9	12.9	9.1	20.7	1	2	2004	6	13	9	1	4	1
59	60.5	21.5	32	12.6	9.4	20.7	1	2	2002	6	3	9	1	4	1
59	61	21.4	32	12.8	9.4	20.7	1	2	2002	8	7	7	1	4	1
60	61	20.9	32.1	12.3	8.9	20.7	1	2	2003	7	1	7	1	4	1
58	59	20.8	32.1	12.3	9.6	20.7	1	3	2002	6	2	5	1	4	1
57	58	22.1	32.1	12.7	9.5	20.7	1	3	2004	6	28	7	1	4	1
59	60	20.6	32.1	13.4	9.5	20.7	1	2	2003	7	2	8	1	4	1
59	60	21.3	32.2	13.1	9.7	20.7	1	2	2004	6	29	9	1	4	1
56.5	57	21	32.2	13.3	9.6	20.7	1	2	2002	7	17	5	1	4	1
60.5	62.5	21.9	32.2	13.6	9.3	20.7	1	2	2003	6	2	9	1	4	1
57	58	21.4	32.4	13	9.5	20.7	1	8	2002	8	6	7	1	4	1
57	58	21.6	32.6	13.8	9.8	20.7	1	2	2003	7	23	11	1	4	1
60	61	21.1	32.8	13.3	9.4	20.7	1	2	2003	6	7	7	1	4	1
61	63	21.9	32.9	13.3	9.5	20.7	1	2	2002	6	23	7	1	4	1
57.5	59	21.6	33.1	14	10.2	20.7	1	8	2002	7	27	9	1	4	1
60	61	22	33.5	12.6	10	20.7	1	3	2002	6	3	9	1	4	1
54	55	20.3	31	12.6	9.3	20.7	1	2	2003	7	18	8	1	5	1
55	56	21.2	31.3	13.1	9.6	20.7	1	3	2003	7	7	7	1	5	1
56	57.5	21.2	33	13.5	9.5	20.7	1	8	2002	6	24	7	1	5	1
60.5	63	22.2	31.6	12.5	9.9	20.8	2	1	2002	9	30	7	1	0	1
60	61.5	21.3	31.7	13.3	9.2	20.8	2	1	2002	9	30	7	1	0	1
59	60	23.1	32.1	13.5	9.1	20.8	1	2	2002	9	12	11	1	0	1
60	62	21.7	32.5	13.2	12.7	20.8	1	3	2002	8	6	7	2	0	2
58.5	60	20.6	30.7	13.8	8.9	20.8	1	4	2003	6	9	8	1	4	1
57	59	21	30.9	11.9	8.8	20.8	1	2	2002	6	3	9	1	4	1
58	59	22	31.2	13.2	10.3	20.8	1	3	2003	6	5	8	1	4	1
59	60	22.1	31.2	13.7	9.4	20.8	1	2	2002	6	3	9	1	4	1
58	59	21.1	31.4	13.1	8.9	20.8	1	4	2003	6	5	8	1	4	1
61.5	62.5	22.6	31.6	13.5	9.3	20.8	1	2	2002	6	3	9	1	4	1
59	60.5	21.3	31.7	13.1	9.4	20.8	1	3	2004	7	12	7	1	4	1
59	60	21.9	31.8	12.7	9	20.8	1	2	2004	7	19	1	1	4	1
58.5	59.5	21.2	32	12.6	10.3	20.8	1	3	2003	7	8	11	1	4	1
60.5	62	20.8	32.1	12.1	9.3	20.8	1	1	2002	6	13	9	1	4	1
58.5	59.5	20.5	32.1	12.6	9.2	20.8	1	2	2002	6	18	9	1	4	1
60	61	20.8	32.1	13.1	10	20.8	1	3	2002	8	6	7	1	4	1
59	60	21.5	32.2	13.1	10	20.8	1	3	2002	7	22	7	1	4	1
59	60	21.6	32.2	13.2	9.2	20.8	1	2	2003	7	16	7	1	4	1
59	60.5	20.6	32.3	12.2	9.5	20.8	1	2	2002	8	19	7	1	4	1
58	59	22.5	32.4	13.3	9.5	20.8	1	7	2004	6	3	2	1	4	1
58.5	59.5	22.3	32.4	13.5	9.2	20.8	1	7	2004	7	29	9	1	4	1
57.5	58	21.4	32.5	13.6	9.3	20.8	1	2	2003	6	30	9	1	4	1
58	58.5	21.9	32.7	13.2	10.2	20.8	1	3	2003	6	10	8	1	4	1
56	57	21.9	32.7	13.3	9.7	20.8	1	3	2002	7	11	9	1	4	1
58	59	21.7	32.7	13.6	9.3	20.8	1	2	2003	7	9	8	1	4	1
58	59	21.6	32.8	13.4	9.8	20.8	1	3	2002	6	11	5	1	4	1
58.5	59.5	22	32.9	13.4	9.8	20.8	2	2	2002	6	23	7	1	4	1
55	55.5	19.6	30.8	12.3	8.5	20.8	1	2	2003	7	14	11	1	5	1
